interval,time,perf_count,iolog_count
0.1,12.700000000000001,436,149
0.1,12.8,434,137
0.1,12.9,449,129
0.1,13.0,445,136
0.1,13.100000000000001,436,142
0.1,13.200000000000001,450,149
0.1,13.3,446,114
0.1,13.4,430,130
0.1,13.5,448,128
0.1,13.600000000000001,463,113
0.1,13.700000000000001,441,133
0.1,13.8,436,136
0.1,13.9,455,116
0.1,14.0,435,123
0.1,14.100000000000001,447,102
0.1,14.200000000000001,446,117
0.1,14.3,459,102
0.1,14.4,451,96
0.1,14.5,451,107
0.1,14.600000000000001,459,101
0.1,14.700000000000001,455,99
0.1,14.8,447,83
0.1,14.9,457,93
0.1,15.0,465,89
0.1,15.100000000000001,465,96
0.1,15.200000000000001,456,104
0.1,15.3,454,79
0.1,15.4,459,102
0.1,15.5,443,86
0.1,15.600000000000001,461,88
0.1,15.700000000000001,463,81
0.1,15.8,452,81
0.1,15.9,455,95
0.1,16.0,451,98
0.1,16.1,465,80
0.1,16.2,455,77
0.1,16.3,456,78
0.1,16.400000000000002,461,92
0.1,16.5,462,81
0.1,16.6,460,85
0.1,16.7,451,89
0.1,16.8,469,71
0.1,16.900000000000002,466,71
0.1,17.0,462,73
0.1,17.1,450,75
0.1,17.2,456,92
0.1,17.3,462,84
0.1,17.400000000000002,456,93
0.1,17.5,455,84
0.1,17.6,455,78
0.1,17.7,442,83
0.1,17.8,462,75
0.1,17.900000000000002,460,69
0.1,18.0,467,74
0.1,18.1,450,85
0.1,18.2,461,73
0.1,18.3,450,91
0.1,18.400000000000002,443,76
0.1,18.5,450,86
0.1,18.6,444,74
0.1,18.7,440,84
0.1,18.8,470,86
0.1,18.900000000000002,481,67
0.1,19.0,475,63
0.1,19.1,460,75
0.1,19.200000000000003,441,61
0.1,19.3,462,61
0.1,19.400000000000002,454,90
0.1,19.5,459,53
0.1,19.6,465,89
0.1,19.700000000000003,457,74
0.1,19.8,476,82
0.1,19.900000000000002,473,88
0.1,20.0,451,71
0.1,20.1,469,87
0.1,20.200000000000003,468,94
0.1,20.3,458,75
0.1,20.400000000000002,459,89
0.1,20.5,467,71
0.1,20.6,473,87
0.1,20.700000000000003,463,81
0.1,20.8,456,82
0.1,20.900000000000002,468,75
0.1,21.0,481,74
0.1,21.1,463,85
0.1,21.200000000000003,468,91
0.1,21.3,447,72
0.1,21.400000000000002,468,92
0.1,21.5,478,80
0.1,21.6,464,75
0.1,21.700000000000003,458,88
0.1,21.8,483,73
0.1,21.900000000000002,487,67
0.1,22.0,460,73
0.1,22.1,491,72
0.1,22.200000000000003,466,84
0.1,22.3,460,75
0.1,22.400000000000002,459,89
0.1,22.5,487,83
0.1,22.6,477,59
0.1,22.700000000000003,475,83
0.1,22.8,474,73
0.1,22.900000000000002,481,76
0.1,23.0,469,57
0.1,23.1,484,75
0.1,23.200000000000003,485,57
0.1,23.3,460,75
0.1,23.400000000000002,464,79
0.1,23.5,469,70
0.1,23.6,472,69
0.1,23.700000000000003,458,66
0.1,23.8,484,66
0.1,23.900000000000002,467,67
0.1,24.0,487,69
0.1,24.1,454,57
0.1,24.200000000000003,467,58
0.1,24.3,467,68
0.1,24.400000000000002,460,75
0.1,24.5,464,63
0.1,24.6,484,66
0.1,24.700000000000003,472,66
0.1,24.8,483,55
0.1,24.900000000000002,466,74
0.1,25.0,458,51
0.1,25.1,486,53
0.1,25.200000000000003,471,60
0.1,25.3,469,50
0.1,25.400000000000002,462,54
0.1,25.5,479,53
0.1,25.6,470,67
0.1,25.700000000000003,476,56
0.1,25.8,462,54
0.1,25.900000000000002,468,59
0.1,26.0,478,54
0.1,26.1,469,56
0.1,26.200000000000003,476,50
0.1,26.3,460,57
0.1,26.400000000000002,475,34
0.1,26.5,475,49
0.1,26.6,475,45
0.1,26.700000000000003,470,52
0.1,26.8,486,44
0.1,26.900000000000002,469,51
0.1,27.0,479,48
0.1,27.1,477,61
0.1,27.200000000000003,477,48
0.1,27.3,465,40
0.1,27.400000000000002,477,50
0.1,27.5,471,45
0.1,27.6,480,39
0.1,27.700000000000003,490,49
0.1,27.8,489,43
0.1,27.900000000000002,478,39
0.1,28.0,490,38
0.1,28.1,489,30
0.1,28.200000000000003,476,37
0.1,28.3,492,35
0.1,28.400000000000002,481,45
0.1,28.5,479,33
0.1,28.6,489,36
0.1,28.700000000000003,473,47
0.1,28.8,485,31
0.1,28.900000000000002,499,31
0.1,29.0,500,37
0.1,29.1,477,39
0.1,29.200000000000003,478,40
0.1,29.3,483,30
0.1,29.400000000000002,483,27
0.1,29.5,492,33
0.1,29.6,490,31
0.1,29.700000000000003,479,23
0.1,29.8,481,27
0.1,29.900000000000002,473,23
0.1,30.0,463,32
0.1,30.1,488,25
0.1,30.200000000000003,494,34
0.1,30.3,481,38
0.1,30.400000000000002,473,34
0.1,30.5,495,27
0.1,30.6,505,21
0.1,30.700000000000003,483,32
0.1,30.8,494,26
0.1,30.900000000000002,479,20
0.1,31.0,504,23
0.1,31.1,565,26
0.1,31.200000000000003,552,19
0.1,31.3,513,20
0.1,31.400000000000002,529,18
0.1,31.5,525,27
0.1,31.6,548,25
0.1,31.700000000000003,545,27
0.1,31.8,530,17
0.1,31.900000000000002,553,16
0.1,32.0,529,25
0.1,32.1,538,18
0.1,32.2,541,27
0.1,32.300000000000004,561,21
0.1,32.4,546,23
0.1,32.5,560,16
0.1,32.6,558,14
0.1,32.7,573,19
0.1,32.800000000000004,549,18
0.1,32.9,549,25
0.1,33.0,504,21
0.1,33.1,560,78
0.1,33.2,566,87
0.1,33.300000000000004,522,47
0.1,33.4,549,36
0.1,33.5,553,40
0.1,33.6,549,40
0.1,33.7,551,30
0.1,33.800000000000004,536,27
0.1,33.9,571,25
0.1,34.0,539,20
0.1,34.1,554,17
0.1,34.2,559,34
0.1,34.300000000000004,562,35
0.1,34.4,529,36
0.1,34.5,535,24
0.1,34.6,532,30
0.1,34.7,564,28
0.1,34.800000000000004,545,26
0.1,34.9,546,46
0.1,35.0,527,40
0.1,35.1,552,36
0.1,35.2,549,27
0.1,35.300000000000004,540,34
0.1,35.4,536,28
0.1,35.5,537,30
0.1,35.6,567,17
0.1,35.7,578,27
0.1,35.800000000000004,581,33
0.1,35.9,597,52
0.1,36.0,562,54
0.1,36.1,580,25
0.1,36.2,592,42
0.1,36.300000000000004,553,48
0.1,36.4,546,64
0.1,36.5,563,40
0.1,36.6,563,45
0.1,36.7,537,49
0.1,36.800000000000004,547,45
0.1,36.9,525,66
0.1,37.0,553,44
0.1,37.1,540,33
0.1,37.2,553,51
0.1,37.300000000000004,568,37
0.1,37.4,523,43
0.1,37.5,564,22
0.1,37.6,542,26
0.1,37.7,574,50
0.1,37.800000000000004,569,40
0.1,37.9,609,44
0.1,38.0,577,16
0.1,38.1,584,5
0.1,38.2,576,6
0.1,38.300000000000004,584,6
0.1,38.400000000000006,579,11
0.1,38.5,581,12
0.1,38.6,598,8
0.1,38.7,582,10
0.1,38.800000000000004,594,17
0.1,38.900000000000006,595,17
0.1,39.0,615,7
0.1,39.1,611,5
0.1,39.2,604,3
0.1,39.300000000000004,611,5
0.1,39.400000000000006,586,2
0.1,39.5,616,9
0.1,39.6,545,7
0.1,39.7,522,11
0.1,39.800000000000004,543,3
0.1,39.900000000000006,556,5
0.1,40.0,561,4
0.1,40.1,558,7
0.1,40.2,539,6
0.1,40.300000000000004,547,12
0.1,40.400000000000006,535,56
0.1,40.5,534,36
0.1,40.6,543,15
0.1,40.7,538,47
0.1,40.800000000000004,553,75
0.1,40.900000000000006,561,70
0.1,41.0,550,48
0.1,41.1,561,90
0.1,41.2,561,105
0.1,41.300000000000004,565,94
0.1,41.400000000000006,553,80
0.1,41.5,569,115
0.1,41.6,574,94
0.1,41.7,546,138
0.1,41.800000000000004,555,171
0.1,41.900000000000006,553,185
0.1,42.0,509,94
0.1,42.1,521,117
0.1,42.2,523,155
0.1,42.300000000000004,507,140
0.1,42.400000000000006,480,159
0.1,42.5,480,83
0.1,42.6,488,75
0.1,42.7,498,76
0.1,42.800000000000004,551,108
0.1,42.900000000000006,592,76
0.1,43.0,571,79
0.1,43.1,581,86
0.1,43.2,588,76
0.1,43.300000000000004,578,82
0.1,43.400000000000006,585,101
0.1,43.5,591,90
0.1,43.6,579,99
0.1,43.7,574,107
0.1,43.800000000000004,550,131
0.1,43.900000000000006,550,157
0.1,44.0,537,123
0.1,44.1,553,133
0.1,44.2,549,229
0.1,44.300000000000004,564,260
0.1,44.400000000000006,585,447
0.1,44.5,613,534
0.1,44.6,454,0
0.1,44.7,527,171
0.1,44.800000000000004,629,329
0.1,44.900000000000006,629,281
0.1,45.0,574,195
0.1,45.1,446,2
0.1,45.2,491,18
0.1,45.300000000000004,431,31
0.2,0.0,703,1068
0.2,0.2,555,535
0.2,0.4,449,291
0.2,0.6000000000000001,216,117
0.2,0.8,43,205
0.2,1.0,224,303
0.2,1.2000000000000002,108,6
0.2,1.4000000000000001,10,0
0.2,1.6,157,247
0.2,1.8,476,436
0.2,2.0,532,327
0.2,2.2,545,213
0.2,2.4000000000000004,544,180
0.2,2.6,509,202
0.2,2.8000000000000003,526,271
0.2,3.0,524,282
0.2,3.2,490,315
0.2,3.4000000000000004,474,303
0.2,3.6,472,327
0.2,3.8000000000000003,469,303
0.2,4.0,461,321
0.2,4.2,430,320
0.2,4.4,406,322
0.2,4.6000000000000005,435,301
0.2,4.800000000000001,447,315
0.2,5.0,466,318
0.2,5.2,479,331
0.2,5.4,477,320
0.2,5.6000000000000005,500,337
0.2,5.800000000000001,490,312
0.2,6.0,495,331
0.2,6.2,535,338
0.2,6.4,510,314
0.2,6.6000000000000005,546,295
0.2,6.800000000000001,582,343
0.2,7.0,575,341
0.2,7.2,595,342
0.2,7.4,604,333
0.2,7.6000000000000005,606,372
0.2,7.800000000000001,610,362
0.2,8.0,624,345
0.2,8.200000000000001,629,323
0.2,8.4,653,312
0.2,8.6,644,283
0.2,8.8,655,292
0.2,9.0,644,328
0.2,9.200000000000001,625,334
0.2,9.4,617,315
0.2,9.600000000000001,620,316
0.2,9.8,645,292
0.2,10.0,668,290
0.2,10.200000000000001,636,292
0.2,10.4,664,278
0.2,10.600000000000001,675,273
0.2,10.8,686,247
0.2,11.0,666,259
0.2,11.200000000000001,686,248
0.2,11.4,685,258
0.2,11.600000000000001,683,279
0.2,11.8,679,275
0.2,12.0,708,274
0.2,12.200000000000001,687,249
0.2,12.4,687,248
0.2,12.600000000000001,711,246
0.2,12.8,712,221
0.2,13.0,691,235
0.2,13.200000000000001,708,221
0.2,13.4,704,219
0.2,13.600000000000001,724,212
0.2,13.8,709,216
0.2,14.0,697,200
0.2,14.200000000000001,732,181
0.2,14.4,705,177
0.2,14.600000000000001,723,176
0.2,14.8,717,151
0.2,15.0,741,170
0.2,15.200000000000001,721,162
0.2,15.4,716,163
0.2,15.600000000000001,744,146
0.2,15.8,715,156
0.2,16.0,722,162
0.2,16.2,730,143
0.2,16.400000000000002,727,153
0.2,16.6,737,153
0.2,16.8,743,128
0.2,17.0,713,133
0.2,17.2,726,156
0.2,17.400000000000002,717,158
0.2,17.6,706,134
0.2,17.8,729,130
0.2,18.0,720,145
0.2,18.2,720,138
0.2,18.400000000000002,721,146
0.2,18.6,717,136
0.2,18.8,762,131
0.2,19.0,733,124
0.2,19.200000000000003,706,112
0.2,19.400000000000002,718,130
0.2,19.6,727,146
0.2,19.8,734,149
0.2,20.0,730,140
0.2,20.200000000000003,731,145
0.2,20.400000000000002,722,139
0.2,20.6,741,147
0.2,20.8,737,138
0.2,21.0,750,133
0.2,21.200000000000003,720,140
0.2,21.400000000000002,740,157
0.2,21.6,727,144
0.2,21.8,750,124
0.2,22.0,733,133
0.2,22.200000000000003,725,136
0.2,22.400000000000002,752,149
0.2,22.6,735,128
0.2,22.8,749,127
0.2,23.0,748,123
0.2,23.200000000000003,741,118
0.2,23.400000000000002,726,138
0.2,23.6,721,122
0.2,23.8,723,119
0.2,24.0,723,116
0.2,24.200000000000003,723,120
0.2,24.400000000000002,729,121
0.2,24.6,727,121
0.2,24.8,732,119
0.2,25.0,730,95
0.2,25.200000000000003,726,97
0.2,25.400000000000002,732,100
0.2,25.6,724,108
0.2,25.8,721,101
0.2,26.0,746,98
0.2,26.200000000000003,716,103
0.2,26.400000000000002,729,81
0.2,26.6,725,87
0.2,26.8,728,83
0.2,27.0,744,96
0.2,27.200000000000003,725,83
0.2,27.400000000000002,730,85
0.2,27.6,742,80
0.2,27.8,736,77
0.2,28.0,763,65
0.2,28.200000000000003,723,64
0.2,28.400000000000002,756,73
0.2,28.6,734,79
0.2,28.8,746,58
0.2,29.0,758,73
0.2,29.200000000000003,738,68
0.2,29.400000000000002,747,54
0.2,29.6,753,52
0.2,29.8,716,49
0.2,30.0,735,52
0.2,30.200000000000003,743,68
0.2,30.400000000000002,748,55
0.2,30.6,754,50
0.2,30.8,730,44
0.2,31.0,752,47
0.2,31.200000000000003,845,38
0.2,31.400000000000002,813,42
0.2,31.6,814,47
0.2,31.8,816,31
0.2,32.0,802,40
0.2,32.2,809,45
0.2,32.4,804,37
0.2,32.6,821,30
0.2,32.800000000000004,819,41
0.2,33.0,797,43
0.2,33.2,820,104
0.2,33.4,818,66
0.2,33.6,804,62
0.2,33.800000000000004,806,47
0.2,34.0,797,30
0.2,34.2,798,53
0.2,34.4,800,50
0.2,34.6,815,51
0.2,34.800000000000004,799,42
0.2,35.0,789,58
0.2,35.2,796,57
0.2,35.4,774,48
0.2,35.6,805,43
0.2,35.800000000000004,844,51
0.2,36.0,856,70
0.2,36.2,863,65
0.2,36.4,820,80
0.2,36.6,799,70
0.2,36.800000000000004,785,89
0.2,37.0,794,78
0.2,37.2,797,77
0.2,37.4,831,66
0.2,37.6,794,48
0.2,37.800000000000004,799,84
0.2,38.0,811,49
0.2,38.2,833,12
0.2,38.400000000000006,802,20
0.2,38.6,834,15
0.2,38.800000000000004,828,24
0.2,39.0,862,24
0.2,39.2,876,9
0.2,39.400000000000006,876,11
0.2,39.6,830,17
0.2,39.800000000000004,787,7
0.2,40.0,791,11
0.2,40.2,782,7
0.2,40.400000000000006,767,68
0.2,40.6,771,48
0.2,40.800000000000004,799,86
0.2,41.0,790,111
0.2,41.2,802,179
0.2,41.400000000000006,797,122
0.2,41.6,813,179
0.2,41.800000000000004,795,209
0.2,42.0,771,221
0.2,42.2,780,185
0.2,42.400000000000006,718,214
0.2,42.6,726,134
0.2,42.800000000000004,772,147
0.2,43.0,823,132
0.2,43.2,817,141
0.2,43.400000000000006,818,140
0.2,43.6,817,167
0.2,43.800000000000004,781,189
0.2,44.0,790,248
0.2,44.2,796,312
0.2,44.400000000000006,836,515
0.2,44.6,787,534
0.2,44.800000000000004,836,409
0.2,45.0,848,409
0.2,45.2,618,19
0.5,0.0,968,1280
0.5,0.5,432,412
0.5,1.0,293,309
0.5,1.5,579,667
0.5,2.0,857,472
0.5,2.5,881,354
0.5,3.0,836,455
0.5,3.5,795,490
0.5,4.0,758,525
0.5,4.5,737,488
0.5,5.0,783,525
0.5,5.5,816,533
0.5,6.0,843,572
0.5,6.5,887,576
0.5,7.0,911,580
0.5,7.5,956,599
0.5,8.0,978,556
0.5,8.5,988,513
0.5,9.0,971,564
0.5,9.5,964,510
0.5,10.0,981,494
0.5,10.5,1017,470
0.5,11.0,1004,448
0.5,11.5,999,469
0.5,12.0,1008,458
0.5,12.5,1044,416
0.5,13.0,1035,403
0.5,13.5,1025,397
0.5,14.0,1025,360
0.5,14.5,1050,335
0.5,15.0,1055,326
0.5,15.5,1049,306
0.5,16.0,1066,318
0.5,16.5,1073,288
0.5,17.0,1045,303
0.5,17.5,1034,264
0.5,18.0,1036,277
0.5,18.5,1037,275
0.5,19.0,1036,262
0.5,19.5,1028,279
0.5,20.0,1044,283
0.5,20.5,1051,265
0.5,21.0,1045,287
0.5,21.5,1026,269
0.5,22.0,1011,276
0.5,22.5,1036,276
0.5,23.0,1029,268
0.5,23.5,1016,249
0.5,24.0,1000,254
0.5,24.5,1016,256
0.5,25.0,1005,208
0.5,25.5,1011,228
0.5,26.0,1003,203
0.5,26.5,990,199
0.5,27.0,1009,202
0.5,27.5,1011,181
0.5,28.0,1014,153
0.5,28.5,1005,154
0.5,29.0,1017,144
0.5,29.5,989,119
0.5,30.0,1003,136
0.5,30.5,993,102
0.5,31.0,998,91
0.5,31.5,1100,96
0.5,32.0,1104,99
0.5,32.5,1070,81
0.5,33.0,1120,86
0.5,33.5,1103,162
0.5,34.0,1074,90
0.5,34.5,1073,100
0.5,35.0,1092,101
0.5,35.5,1059,103
0.5,36.0,1109,112
0.5,36.5,1134,137
0.5,37.0,1048,152
0.5,37.5,1092,155
0.5,38.0,1057,147
0.5,38.5,1060,45
0.5,39.0,1049,41
0.5,39.5,1110,35
0.5,40.0,1038,23
0.5,40.5,999,78
0.5,41.0,1024,142
0.5,41.5,1046,250
0.5,42.0,1033,334
0.5,42.5,979,317
0.5,43.0,1003,259
0.5,43.5,1073,293
0.5,44.0,1055,377
0.5,44.5,1084,642
0.5,45.0,1067,623
1.0,0.0,1053,1280
1.0,1.0,753,818
1.0,2.0,1107,690
1.0,3.0,1045,616
1.0,4.0,1007,691
1.0,5.0,1030,718
1.0,6.0,1079,769
1.0,7.0,1128,774
1.0,8.0,1163,726
1.0,9.0,1152,750
1.0,10.0,1162,693
1.0,11.0,1171,683
1.0,12.0,1174,649
1.0,13.0,1168,631
1.0,14.0,1185,575
1.0,15.0,1185,531
1.0,16.0,1189,530
1.0,17.0,1165,491
1.0,18.0,1173,488
1.0,19.0,1156,479
1.0,20.0,1164,482
1.0,21.0,1145,490
1.0,22.0,1145,501
1.0,23.0,1132,470
1.0,24.0,1120,463
1.0,25.0,1110,405
1.0,26.0,1094,381
1.0,27.0,1113,353
1.0,28.0,1106,283
1.0,29.0,1101,246
1.0,30.0,1078,223
1.0,31.0,1080,177
1.0,32.0,1163,170
1.0,33.0,1184,162
1.0,34.0,1188,208
1.0,35.0,1159,166
1.0,36.0,1154,163
1.0,37.0,1238,177
1.0,38.0,1178,204
1.0,39.0,1132,164
1.0,40.0,1181,68
1.0,41.0,1090,84
1.0,42.0,1097,285
1.0,43.0,1077,439
1.0,44.0,1112,444
1.0,45.0,1087,726
